"EffectiveStartDate","ClassificationCode","OrganizationCode","EffectiveEndDate","InternalAddressLine","InternalExternalFlag","LegislationCode","Name","Status","AllocateSerialFlag","AllowDifferentStatus","AllowNegOnhandCcTxns","AutoBreakdownEnabled","AutoDelAllocFlag","AutoLotAlphaPrefix","AutoSerialAlphaPrefix","CapturePickingException","ChildLotAlphaPrefix","ChildLotNumberLength","ChildLotValidationFlag","ChildLotZeroPaddingFlag","CopyLotAttributeFlag","CreateLotUomConversion","DefaultLocatorOrderValue","DefaultSubinvOrderValue","DistributedOrganizationFlag","EnforceLocatorAlisUnqFlag","FifoOrigRcptDateFlag","FillKillMoveOrderFlag","InventoryFlag","LotNumberGeneration","LotNumberLength","LotNumberUniqueness","LotNumberZeroPadding","LpnPrefix","LpnStartingNumber","LpnSuffix","MoPickConfirmRequired","NegativeInvReceiptCode","OvpkTransferOrdersEnabled","ParentChildGenerationFlag","PickSlipBatchSize","PreFillPickedQty","PurchasingByRevision","ReplnshMoveOrderGrouping","RoundReorderQtyFlag","SerialNumberGeneration","SerialNumberType","StandardPackEnabled","StartAutoSerialNumber","StartingRevision","StockLocatorControlCode","TotalLpnLength","Ucc128SuffixFlag","InternalLocationCode","LocationEffectiveEndDate","LocationEffectiveStartDate","LocationSetCode","BusinessUnitName","RuleName","ReasonName","LegalEntityIdentifier","ScheduleName","MasterOrgCode","ProfitCenterBuName","MfgPlantFlag","ContractMfgFlag","SupplierName","SupplierSiteName","EamEnabledFlag","TimezoneCode","FillKillTransferOrdersFlag","IntegratedSystemCode","ItemGroupingCode","ItemDefinitionOrgCode","AttributeCategory","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","AttributeDate1","AttributeDate2","AttributeDate3","AttributeDate4","AttributeDate5","AttributeNumber1","AttributeNumber2","AttributeNumber3","AttributeNumber4","AttributeNumber5","AttributeNumber6","AttributeNumber7","AttributeNumber8","AttributeNumber9","AttributeNumber10","AttributeTimestamp1","AttributeTimestamp2","AttributeTimestamp3","AttributeTimestamp4","AttributeTimestamp5","SourceType","ProjectReferenceEnabled","TrackCountryOfOriginFlag","InternalCustomerFlag","CustomerAccountNumber","PartyName","UseCurItemCostFlag","SpecialHndlngOvrpkFlag","FABookTypeCode","AllowItemSubstitutions","WmsWithMfgAlm","FillKillSalesOrderFlag","KanbanCardPrefix","KanbanCardStartNumber","MaintTechWbEnabledFlag","ExpiredLotSubinventory","ExpiredSubinventorySIN","ExpiredLotLocation"
"0001/01/01","INV","FLX","4712/12/31","","INT","","FLX Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","FLX_MAIN","4712/12/31","2020/02/27","COMMON","US","","","LE_001","Updated Square Schedule","MAS","US","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","FLX","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","BRS","4712/12/31","","INT","","BRS Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","Squareup UK Ltd ℅ Expeditors Intl UK Ltd (Inventory)","4712/12/31","2020/03/22","COMMON","UK","","","LE_302","Updated Square Schedule","MAS","UK","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","BRS","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IRL","4712/12/31","","INT","","IRL Warehouse","I","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","Squareup UK Ltd ℅ Expeditors Intl UK Ltd (Inventory)","4712/12/31","2020/03/22","COMMON","Ireland","","","LE_312","Updated Square Schedule","MAS","Ireland","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IRL","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IESILFR","4712/12/31","","INT","","IE SIL FRANCE Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","France","4712/12/31","2010/01/01","COMMON","Squareup International Limited, Succursale en France (IE) - 329","","","LE_329","Updated Square Schedule","MAS","Squareup International Limited, Succursale en France (IE) - 329","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IESILFR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","JPY","4712/12/31","","INT","","Japan","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","TYO Square KK Tokyo Office","4712/12/31","1951/01/01","COMMON","Japan","","","LE_0006","Square Schedule","MAS","","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","JPY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IESI","4712/12/31","","INT","","IE Squareup Intl Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","Dublin","4712/12/31","1951/01/01","COMMON","Squareup International Limited (IE) - 312","","","LE_312","Updated Square Schedule","MAS","Squareup International Limited (IE) - 312","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IESI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","MEL","4712/12/31","","INT","","MEL Warehouse","I","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","Square AU c/o Expeditors AU","4712/12/31","2018/10/31","COMMON","Australia","","","LE_250","Updated Square Schedule","MAS","Australia","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","MEL","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","SFS_US","4712/12/31","","INT","","SFS Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","US - UT - Salt Lake City","4712/12/31","2018/11/21","COMMON","Square Financial Services (US) - 131","","","LE_131","Square Schedule","MAS","","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","SFS_US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","SCI151","4712/12/31","","INT","","Square Canada Inc. 151","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","CA - ON - North York","4712/12/31","2018/11/21","COMMON","Square Canada Inc (CA) - 151","","","LE_151","Square Schedule","MAS","","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","SCI151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","SCI","4712/12/31","","INT","","Square Canada Inc.","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","CA - ON - Toronto - 151","4712/12/31","1951/01/01","COMMON","Canada","","","LE_151","Square Schedule","MAS","","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","US_CAI","4712/12/31","","INT","","US CAI","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","US_CAI","4712/12/31","1951/01/01","COMMON","Cash App Investing LLC - 114","","","LE_114","Square Schedule","MAS","Cash App Investing LLC - 114","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","US_CAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","SPSI","4712/12/31","","INT","","SP Squareup Intl Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","ES - Barcelona","4712/12/31","1951/01/01","COMMON","Squareup International Limited, Establecimiento Permanente en España (SP) - 328","","","LE_328","Updated Square Schedule","MAS","Squareup International Limited, Establecimiento Permanente en España (SP) - 328","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","SPSI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","BAR","4712/12/31","","INT","","Barcelona Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","ES - Barcelona","4712/12/31","1951/01/01","COMMON","Spain","","","LE_313","Updated Square Schedule","MAS","Spain","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","BAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","AAB","4712/12/31","","INT","","Aspiro AB Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SE - SKM - Box 16285","4712/12/31","1951/01/01","COMMON","Aspiro AB (SE) - 320","","","LE_320","Updated Square Schedule","MAS","Aspiro AB (SE) - 320","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","AAB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","APSG","4712/12/31","","INT","","Afterpay Asia Pte - 203","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SG - Singapore - Robinson","4712/12/31","1951/01/01","COMMON","Afterpay Asia Pte. Ltd (previously Touchcorp Asia) (SG) - 203","","","LE_203","Updated Square Schedule","MAS","Afterpay Asia Pte. Ltd (previously Touchcorp Asia) (SG) - 203","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","APSG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IRE","4712/12/31","","INT","","IRE Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","IE - Dublin - Sir John Rogerson's Quay","4712/12/31","1951/01/01","COMMON","Block XYZ Limited (IE) - 326","","","LE_326","Updated Square Schedule","MAS","Block XYZ Limited (IE) - 326","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IRE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","USINTS","4712/12/31","","INT","","US Square Int Serv Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","US - CA - San Francisco","4712/12/31","2022/11/11","COMMON","Square International Services Inc (US) - 103","","","LE_103","Updated Square Schedule","MAS","Square International Services Inc (US) - 103","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","USINTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","MEIUS","4712/12/31","","INT","","Malibu Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","US - CA - San Francisco","4712/12/31","2022/11/11","COMMON","Malibu Entertainment Inc.(US) - 120","","","LE_120","Square Schedule","MAS","Malibu Entertainment Inc.(US) - 120","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","MEIUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","DCSUS","4712/12/31","","INT","","DCSUS","A","","","","N","","","","Y","","","","","","","","","","","Y","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","US - CA - San Francisco","4712/12/31","2022/11/11","COMMON","US","","","LE_001","Square Schedule","MAS","US","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","DCSUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","PPUS","4712/12/31","","INT","","Project Panther US Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","US - CA - San Francisco","4712/12/31","2022/11/11","COMMON","TIDAL Music LLC - 121","","","LE_121","Updated Square Schedule","MAS","TIDAL Music LLC - 121","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","PPUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","FCN","4712/12/31","","INT","","FCN Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","San Francisco","4712/12/31","2022/11/11","COMMON","US","","","LE_001","Square Schedule","MAS","US","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","FCN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","MLU","4712/12/31","","INT","","MLU Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","MLU_TENNESSEE_LOC","4712/12/31","1951/01/01","COMMON","Bitcoin HW US","","","LE_001","BK GOP Schedule","MAS","Bitcoin HW US","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","MLU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","GBR","4712/12/31","","INT","","GBR Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","GBR_Coalville_LOC","4712/12/31","2025/04/22","COMMON","Squareup (UK) Limited - 302","","","LE_302","Updated Square Schedule","MAS","UK","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","GBR","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IMC","4712/12/31","","INT","","IMC Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","INGRAM_CAN_BR40","4712/12/31","2025/04/22","COMMON","Square Technologies, Inc (CA) - 152","","","LE_152","Updated Square Schedule","MAS","Canada","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IMC","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","VIL","4712/12/31","","INT","","Vilnius Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","LT - Vilnius","4712/12/31","1951/01/01","COMMON","Lithuania","","","LE_314","Updated Square Schedule","MAS","Lithuania","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","VIL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IE_CAI","4712/12/31","","INT","","IE CAI","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","IE-Dublin-319","4712/12/31","1951/01/01","COMMON","Cash App Innovation (IE) Limited - 319","","","LE_319","Square Schedule","MAS","Cash App Innovation (IE) Limited - 319","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IE_CAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","PCU","4712/12/31","","INT","","PCU Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","PCU-D2C","4712/12/31","1951/01/01","COMMON","UK","","","LE_302","Updated Square Schedule","MAS","UK","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","PCU","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","CHNS","4712/12/31","","INT","","CHN Shenzhen Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","CN - Shenzhen","4712/12/31","2000/01/01","COMMON","Square Trading (Shenzhen) Company Limited (CN) - 220","","","LE_220","Updated Square Schedule","MAS","Square Trading (Shenzhen) Company Limited (CN) - 220","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","CHNS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","PCI","4712/12/31","","INT","","PCI Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","PCI - D2C","4712/12/31","1951/01/01","COMMON","Ireland","","","LE_312","Updated Square Schedule","MAS","Ireland","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","PCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","FRA","4712/12/31","","INT","","FRA Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","FR - Paris - 4 Rue de Marivaux","4712/12/31","1951/01/01","COMMON","Squareup (France) SAS (FR) - 315","","","FR315","Updated Square Schedule","MAS","Squareup (France) SAS (FR) - 315","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","FRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","JDU","4712/12/31","","INT","","JDU Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","JDU Fulfillment Center","4712/12/31","1951/01/01","COMMON","Block, Inc. (US) - 101","","","LE_001","Updated Square Schedule","MAS","US","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","JDU","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","DGPS","4712/12/31","","INT","","Decentralized Global Payments, SL Inventory Org","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","ES - B - Barcelona - 9 Placa de Catalunya","4712/12/31","2000/01/01","COMMON","Decentralized Global Payments, SL - 313","","","LE_313","Updated Square Schedule","MAS","Spain","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","DGPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","CVU","4712/12/31","","INT","","CVU Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","CVU_IN_PDC_LOC","4712/12/31","1951/01/01","COMMON","Block, Inc. (US) - 101","","","LE_001","Updated Square Schedule","MAS","US","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","CVU","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","NLD","4712/12/31","","INT","","NLD Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","NLD_Born_Loc","4712/12/31","2025/04/22","COMMON","Squareup International Limited (IE) - 312","","","LE_312","Updated Square Schedule","MAS","Ireland","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","NLD","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","ARV","4712/12/31","","INT","","ARV Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","ARVATO_Sydney","4712/12/31","2025/04/22","COMMON","Square AU Pty Ltd (AU) - 250","","","LE_250","Updated Square Schedule","MAS","Australia","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","ARV","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","TWN","4712/12/31","","INT","","Taiwan Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","TW - Taipei","4712/12/31","1951/01/01","COMMON","Global Risk Engagement B.V. (TWN) - 215","","","LE_215","Updated Square Schedule","MAS","Global Risk Engagement B.V. (TWN) - 215","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","TWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","NLDB","4712/12/31","","INT","","NLD Born","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","NL-Born","4712/12/31","1951/01/01","COMMON","Netherlands","","","LE_311","Updated Square Schedule","MAS","Netherlands","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","NLDB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","APNZ","4712/12/31","","INT","","Afterpay NZ - 231","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","NZ - AUK - Auckland","4712/12/31","1951/01/01","COMMON","Afterpay NZ Limited (NZ) - 231","","","LE_231","Updated Square Schedule","MAS","Afterpay NZ Limited (NZ) - 231","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","APNZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","CPFLUK","4712/12/31","","INT","","Clearpay Finance Limited - 335","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","GB - LND - Long Acre","4712/12/31","1951/01/01","COMMON","Clearpay Finance Limited (UK) - 335","","","LE_335","Updated Square Schedule","MAS","Clearpay Finance Limited (UK) - 335","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","CPFLUK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","JP","4712/12/31","","INT","","JP - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","JP","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","GB","4712/12/31","","INT","","GB - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","GB","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","ES","4712/12/31","","INT","","ES - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","ES","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","AU","4712/12/31","","INT","","AU - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","AU","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
